City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Esperance,AU,2021-07-12 15:38:47,-33.8667,121.9,55.24,74,3,21.65
279,Constitucion,CL,2021-07-12 15:38:47,-35.3333,-72.4167,53.19,51,0,3.29
280,Warri,NG,2021-07-12 15:38:47,5.5167,5.75,83.68,61,64,8.86
281,Gazanjyk,TM,2021-07-12 15:38:48,39.2446,55.5154,96.06,16,0,7.34
282,Dongying,CN,2021-07-12 15:38:48,37.4564,118.4856,79.68,83,22,12.82
283,Whithorn,JM,2021-07-12 15:38:48,18.2604,-78.0378,84.45,51,86,5.23
284,Geraldton,AU,2021-07-12 15:37:17,-28.7667,114.6,64.81,77,90,23.02
285,Norman Wells,CA,2021-07-12 15:36:59,65.282,-126.8329,60.84,63,20,5.75
286,Ajaccio,FR,2021-07-12 15:38:49,42.0,8.9167,82.38,48,0,10.36
287,Lahat,ID,2021-07-12 15:38:49,-3.8,103.5333,72.14,96,87,3.22
288,Cortes,ES,2021-07-12 15:38:50,41.9395,-1.4396,78.85,44,11,28.01
289,Krasnoselkup,RU,2021-07-12 15:38:50,65.7,82.4667,49.05,52,87,13.76
290,Tautira,PF,2021-07-12 15:36:58,-17.7333,-149.15,73.42,79,43,20.45
291,Ouallam,NE,2021-07-12 15:38:50,14.3188,2.0866,99.05,33,70,14.81
292,Zheleznogorsk-Ilimskiy,RU,2021-07-12 15:38:51,56.5768,104.1217,57.33,68,9,3.38
293,Ust-Omchug,RU,2021-07-12 15:38:51,61.15,149.6333,53.1,94,100,4.43
294,Boyolangu,ID,2021-07-12 15:38:51,-8.1181,111.8935,76.21,88,79,4.85
295,Nome,US,2021-07-12 15:33:29,64.5011,-165.4064,49.24,78,55,4.05
296,Sassandra,CI,2021-07-12 15:38:52,4.95,-6.0833,79.57,70,70,8.95
297,Nantucket,US,2021-07-12 15:36:31,41.2835,-70.0995,75.31,88,90,10.36
298,Susanville,US,2021-07-12 15:38:52,40.4163,-120.653,84.09,22,1,0.0
299,Yumen,CN,2021-07-12 15:38:53,40.2833,97.2,79.5,34,1,3.53
300,Naze,JP,2021-07-12 15:38:53,28.3667,129.4833,77.92,86,98,5.44
301,Ipixuna,BR,2021-07-12 15:38:53,-1.7625,-48.8043,87.75,46,45,4.18
302,Baoqing,CN,2021-07-12 15:38:53,46.3317,132.2111,71.13,87,1,5.59
303,Mildura,AU,2021-07-12 15:36:31,-34.2,142.15,44.56,81,32,5.75
304,Kayes,ML,2021-07-12 15:38:54,14.0,-11.0,89.62,51,59,3.89
305,Galle,LK,2021-07-12 15:38:54,6.0367,80.217,79.86,86,85,15.55
306,Brae,GB,2021-07-12 15:37:28,60.3964,-1.353,58.91,80,84,2.91
307,Bandarbeyla,SO,2021-07-12 15:38:55,9.4942,50.8122,79.93,73,66,29.44
308,Santona,ES,2021-07-12 15:38:55,43.4439,-3.4576,67.21,75,21,19.55
309,Berlevag,NO,2021-07-12 15:38:55,70.8578,29.0864,58.8,96,100,11.07
310,Kambove,CD,2021-07-12 15:38:55,-10.8764,26.5969,65.73,40,4,0.76
311,Tessalit,ML,2021-07-12 15:37:09,20.1986,1.0114,109.26,6,8,14.9
312,San Andres,CO,2021-07-12 15:38:21,12.5847,-81.7006,84.22,79,75,17.27
313,Mount Isa,AU,2021-07-12 15:38:56,-20.7333,139.5,51.57,37,7,0.0
314,Zhangye,CN,2021-07-12 15:38:56,38.9342,100.4517,81.45,26,7,5.32
315,Vestmanna,FO,2021-07-12 15:38:57,62.1564,-7.1664,52.72,100,90,9.22
316,Salalah,OM,2021-07-12 15:38:57,17.0151,54.0924,80.69,89,90,8.05
317,Road Town,VG,2021-07-12 15:36:02,18.4167,-64.6167,85.19,79,20,13.8
318,Salta,AR,2021-07-12 15:38:57,-24.7859,-65.4117,70.09,59,0,0.0
319,Bajil,YE,2021-07-12 15:38:58,15.0584,43.2851,90.73,44,71,17.22
320,Hit,IQ,2021-07-12 15:38:58,33.6416,42.8251,106.41,13,0,12.17
321,Yar-Sale,RU,2021-07-12 15:36:46,66.8333,70.8333,46.6,59,98,11.99
322,Manggar,ID,2021-07-12 15:38:58,-2.8833,108.2667,80.2,83,56,7.38
323,Panama City,PA,2021-07-12 15:38:59,8.9936,-79.5197,89.17,68,20,5.75
324,Dikson,RU,2021-07-12 15:36:08,73.5069,80.5464,33.58,93,100,22.35
325,Kavaratti,IN,2021-07-12 15:37:00,10.5669,72.642,83.05,81,61,22.28
326,Una,IN,2021-07-12 15:38:59,20.8167,71.0333,81.91,81,100,18.12
327,Fare,PF,2021-07-12 15:39:00,-16.7,-151.0167,79.75,74,30,21.47
328,Wau,SS,2021-07-12 15:39:00,7.7029,27.9953,79.99,70,67,2.66
329,Port Shepstone,ZA,2021-07-12 15:39:00,-30.7414,30.455,68.38,63,1,4.81
330,Kulhudhuffushi,MV,2021-07-12 15:36:27,6.6221,73.07,82.09,81,93,15.59
331,Vitim,RU,2021-07-12 15:39:01,59.4511,112.5578,58.62,77,31,3.87
332,Gap,FR,2021-07-12 15:39:01,44.6667,6.0,66.83,44,89,7.4
333,Nichinan,JP,2021-07-12 15:39:01,31.6,131.3667,77.0,87,82,5.23
334,Pevek,RU,2021-07-12 15:36:17,69.7008,170.3133,38.88,92,17,11.99
335,Anguillara Sabazia,IT,2021-07-12 15:39:02,42.0875,12.2767,93.67,32,2,10.02
336,Cabedelo,BR,2021-07-12 15:34:48,-6.9811,-34.8339,83.07,76,24,17.69
337,Praia,CV,2021-07-12 15:39:02,14.9215,-23.5087,82.94,54,20,17.27
338,Vila Franca Do Campo,PT,2021-07-12 15:36:07,37.7167,-25.4333,70.21,67,36,12.82
339,Diffa,NE,2021-07-12 15:39:03,13.3154,12.6113,95.41,34,76,10.67
340,Tarrega,ES,2021-07-12 15:39:03,41.647,1.1396,88.32,22,97,19.13
341,Lebedyn,UA,2021-07-12 15:39:03,50.5852,34.4849,80.94,61,24,10.83
342,Tooele,US,2021-07-12 15:34:52,40.5308,-112.2983,89.08,39,1,0.0
343,Port Augusta,AU,2021-07-12 15:39:04,-32.5,137.7667,48.7,62,100,8.81
344,Kamyshin,RU,2021-07-12 15:39:04,50.0983,45.416,74.01,43,0,11.77
345,Moron,AR,2021-07-12 15:39:04,-34.6534,-58.6198,64.96,96,95,3.0
346,Tocache,PE,2021-07-12 15:39:05,-8.1842,-76.5125,71.17,93,98,1.43
347,Emerald,AU,2021-07-12 15:39:05,-23.5333,148.1667,55.98,67,40,4.61
348,Lakes Entrance,AU,2021-07-12 15:39:05,-37.8811,147.981,42.19,77,24,8.57
349,Yashan,CN,2021-07-12 15:39:05,22.1975,109.9419,79.34,89,79,3.62
350,Inuvik,CA,2021-07-12 15:37:51,68.3499,-133.7218,54.46,54,20,5.75
351,San Vicente,AR,2021-07-12 15:39:06,-26.6167,-54.1333,72.79,38,99,6.38
352,Zeerust,ZA,2021-07-12 15:39:06,-25.5369,26.0751,70.61,24,0,8.03
353,Pincher Creek,CA,2021-07-12 15:39:06,49.4833,-113.952,64.51,75,75,5.75
354,Muros,ES,2021-07-12 15:39:07,42.7762,-9.0603,69.1,57,4,16.44
355,Dryden,CA,2021-07-12 15:39:07,49.7833,-92.7503,75.49,53,1,11.5
356,Roma,US,2021-07-12 15:39:07,43.2128,-75.4557,71.82,89,90,8.05
357,Burnie,AU,2021-07-12 15:39:08,-41.0667,145.9167,53.92,92,96,4.43
358,Garh Maharaja,PK,2021-07-12 15:39:08,30.8339,71.9053,91.45,60,68,13.65
359,Pisco,PE,2021-07-12 15:36:40,-13.7,-76.2167,66.25,72,64,3.44
360,Minab,IR,2021-07-12 15:39:08,27.1467,57.0801,92.7,63,56,7.25
361,Nosy Varika,MG,2021-07-12 15:39:09,-20.5833,48.5333,69.58,85,83,1.41
362,Dukat,RU,2021-07-12 15:39:09,62.55,155.55,50.23,91,100,6.17
363,San Matias,BO,2021-07-12 15:39:09,-16.3667,-58.4,93.43,20,0,8.72
364,Paka,MY,2021-07-12 15:39:10,4.6374,103.4368,80.53,94,99,0.0
365,Lunglei,IN,2021-07-12 15:39:10,22.8833,92.7333,69.37,99,100,1.99
366,San Quintin,MX,2021-07-12 15:39:10,30.4833,-115.95,69.98,74,30,7.36
367,Clyde River,CA,2021-07-12 15:36:15,70.4692,-68.5914,61.03,44,75,17.27
368,Humaita,BR,2021-07-12 15:39:11,-7.5061,-63.0208,94.41,29,80,3.15
369,Gimli,CA,2021-07-12 15:39:11,50.6336,-96.9907,76.42,60,66,19.57
370,Pandan,PH,2021-07-12 15:39:11,14.0453,124.1694,81.54,85,100,6.98
371,Matara,LK,2021-07-12 15:37:30,5.9485,80.5353,79.48,85,92,14.58
372,Odweyne,SO,2021-07-12 15:39:12,9.4092,45.064,76.32,51,98,23.06
373,Gamba,GA,2021-07-12 15:39:12,-2.65,10.0,76.17,69,78,9.93
374,Meadow Lake,US,2021-07-12 15:39:12,34.8014,-106.5436,79.48,61,0,8.25
375,Bubaque,GW,2021-07-12 15:39:13,11.2833,-15.8333,79.32,81,100,6.35
376,Vardo,NO,2021-07-12 15:39:13,70.3705,31.1107,58.75,93,75,2.3
377,Boca Do Acre,BR,2021-07-12 15:39:13,-8.7522,-67.3978,95.72,27,2,1.68
378,Santiago De Cuba,CU,2021-07-12 15:39:14,20.0247,-75.8219,91.02,66,20,4.61
379,Malanje,AO,2021-07-12 15:39:14,-9.5402,16.341,78.78,15,87,3.83
380,Victor Harbor,AU,2021-07-12 15:39:14,-35.5667,138.6167,55.18,90,92,7.27
381,Dhana,IN,2021-07-12 15:39:15,23.75,78.85,86.32,55,4,5.32
382,San Policarpo,PH,2021-07-12 15:39:15,12.1791,125.5072,82.29,79,100,5.17
383,Hobyo,SO,2021-07-12 15:36:47,5.3505,48.5268,78.6,77,21,30.31
384,Touros,BR,2021-07-12 15:35:29,-5.1989,-35.4608,83.3,63,16,18.81
385,Ocos,GT,2021-07-12 15:39:16,14.5094,-92.1933,91.72,74,89,2.62
386,Shakiso,ET,2021-07-12 15:39:16,5.75,38.9167,63.7,68,99,2.95
387,Tual,ID,2021-07-12 15:39:16,-5.6667,132.75,80.51,84,74,18.63
388,Nabinagar,BD,2021-07-12 15:39:16,23.8917,90.9733,87.87,86,93,11.68
389,Drochia,MD,2021-07-12 15:39:17,48.035,27.8161,79.38,55,27,4.14
390,Jiuquan,CN,2021-07-12 15:39:17,39.7432,98.5174,83.07,26,36,13.29
391,Sola,VU,2021-07-12 15:39:17,-13.8833,167.55,79.47,89,75,0.0
392,Hurghada,EG,2021-07-12 15:39:18,27.2574,33.8129,102.24,17,0,0.0
393,Alofi,NU,2021-07-12 15:39:18,-19.0595,-169.9187,73.29,94,40,3.44
394,Qorveh,IR,2021-07-12 15:39:18,35.1664,47.8045,81.46,11,0,6.13
395,Sanming,CN,2021-07-12 15:39:19,26.2486,117.6186,80.65,77,100,3.18
396,Puri,IN,2021-07-12 15:39:19,19.8,85.85,87.39,78,97,13.78
397,Bayburt,TR,2021-07-12 15:39:19,40.2589,40.2278,70.43,60,68,3.91
398,Mandalgovi,MN,2021-07-12 15:37:55,45.7625,106.2708,70.93,65,49,14.67
399,Borba,BR,2021-07-12 15:39:20,-4.3878,-59.5939,91.83,48,100,3.83
400,Imperial,US,2021-07-12 15:39:20,33.0334,-115.4175,93.45,38,48,16.64
401,Artyom,AZ,2021-07-12 15:39:20,40.4723,50.333,84.34,56,0,7.38
402,Cockburn Town,TC,2021-07-12 15:36:15,21.4612,-71.1419,84.16,74,75,19.57
403,La Ronge,CA,2021-07-12 15:36:37,55.1001,-105.2842,68.25,64,40,9.22
404,Along,IN,2021-07-12 15:39:21,28.1667,94.7667,75.83,92,2,1.72
405,Swan River,CA,2021-07-12 15:39:21,52.1058,-101.2676,67.89,73,42,12.66
406,Port Macquarie,AU,2021-07-12 15:39:21,-31.4333,152.9167,48.16,91,27,6.73
407,Xiongzhou,CN,2021-07-12 15:39:22,25.1167,114.3,79.0,84,98,3.2
408,Price,US,2021-07-12 15:39:22,39.5994,-110.8107,81.66,16,1,0.0
409,Litovko,RU,2021-07-12 15:39:22,49.2361,135.1742,70.59,92,6,5.17
410,Rawson,AR,2021-07-12 15:37:50,-43.3002,-65.1023,51.26,43,0,17.72
411,Kodiak,US,2021-07-12 15:36:13,57.79,-152.4072,51.31,82,90,10.36
412,Sao Felix Do Xingu,BR,2021-07-12 15:36:25,-6.6447,-51.995,94.1,29,91,4.99
413,Svetlogorsk,BY,2021-07-12 15:39:23,52.6333,29.7333,70.68,91,63,4.9
414,Lannion,FR,2021-07-12 15:39:23,48.75,-3.4167,67.41,77,90,14.97
415,Ballina,AU,2021-07-12 15:39:23,-28.8667,153.5667,51.76,100,40,0.0
416,Awbari,LY,2021-07-12 15:39:24,26.5921,12.7805,99.19,11,0,12.28
417,Lukulu,ZM,2021-07-12 15:39:24,-14.3707,23.242,73.13,26,1,4.12
418,Yenagoa,NG,2021-07-12 15:39:24,4.9247,6.2642,82.42,72,69,6.85
419,Anadyr,RU,2021-07-12 15:39:25,64.75,177.4833,57.7,76,0,4.0
420,Fussa,JP,2021-07-12 15:35:13,35.7367,139.3236,79.61,84,90,3.44
421,Makat,KZ,2021-07-12 15:39:25,47.6469,53.3463,84.76,25,0,13.89
422,Magadan,RU,2021-07-12 15:39:25,59.5667,150.8,50.68,96,100,4.97
423,Ixtapa,MX,2021-07-12 15:37:44,20.7,-105.2,86.23,69,40,3.44
424,Lufilufi,WS,2021-07-12 15:39:26,-13.8745,-171.5986,74.98,78,26,20.38
425,Manama,BH,2021-07-12 15:35:33,26.2154,50.5832,111.38,30,0,13.8
426,Mayumba,GA,2021-07-12 15:37:33,-3.432,10.6554,75.02,76,67,8.48
427,Tokonou,GN,2021-07-12 15:39:26,9.65,-9.7833,80.92,62,100,4.74
428,Narsaq,GL,2021-07-12 15:36:06,60.9167,-46.05,48.42,85,100,2.89
429,Kefamenanu,ID,2021-07-12 15:39:27,-9.4467,124.4781,64.51,90,42,4.54
430,Krasnogvardeyets,RU,2021-07-12 15:39:27,52.6804,52.3635,68.77,49,0,8.1
431,Vanimo,PG,2021-07-12 15:39:27,-2.6741,141.3028,78.3,90,57,6.38
432,General Macarthur,PH,2021-07-12 15:39:28,11.2464,125.5394,78.49,89,100,1.74
433,Nikolskoye,RU,2021-07-12 15:36:31,59.7035,30.7861,80.49,41,11,7.23
434,Dongsheng,CN,2021-07-12 15:39:28,39.8161,109.9776,70.66,61,70,6.69
435,Valpacos,PT,2021-07-12 15:39:28,41.6075,-7.3109,65.73,40,23,15.79
436,Mogadishu,SO,2021-07-12 15:39:29,2.0371,45.3438,77.34,85,13,20.6
437,Alto Araguaia,BR,2021-07-12 15:39:29,-17.3147,-53.2153,84.11,21,0,8.93
438,Oulainen,FI,2021-07-12 15:39:29,64.2667,24.8,76.8,34,21,6.08
439,Tuatapere,NZ,2021-07-12 15:39:30,-46.1333,167.6833,41.47,89,92,2.86
440,Nevel,RU,2021-07-12 15:39:30,56.0209,29.9284,72.19,85,58,5.44
441,Atasu,KZ,2021-07-12 15:36:56,48.6814,71.6433,67.6,60,86,4.76
442,Zlatibor,RS,2021-07-12 15:39:31,43.7168,19.7,78.69,44,46,4.97
443,Nuuk,GL,2021-07-12 15:39:31,64.1835,-51.7216,47.01,81,40,8.05
444,Banda Aceh,ID,2021-07-12 15:36:00,5.5577,95.3222,80.94,77,85,9.26
445,Zhezkazgan,KZ,2021-07-12 15:39:31,47.8043,67.7144,71.82,47,38,10.71
446,Progreso,MX,2021-07-12 15:36:11,21.2833,-89.6667,87.12,63,68,9.71
447,Gawler,AU,2021-07-12 15:36:31,-34.6,138.7333,54.63,94,100,4.32
448,Wamba,NG,2021-07-12 15:39:32,8.9333,8.6,77.63,81,100,2.71
449,Makakilo City,US,2021-07-12 15:36:17,21.3469,-158.0858,73.29,88,40,4.61
450,Winslow,US,2021-07-12 15:39:32,35.0242,-110.6974,87.98,32,1,4.0
451,Dakar,SN,2021-07-12 15:38:13,14.6937,-17.4441,88.68,65,20,11.5
452,Karatau,KZ,2021-07-12 15:39:33,43.1667,70.4667,79.65,18,0,9.48
453,Grand-Santi,GF,2021-07-12 15:39:33,4.25,-54.3833,87.33,57,37,3.91
454,Saint-Pierre,RE,2021-07-12 15:36:15,-21.3393,55.4781,71.28,73,20,18.41
455,La Plata,AR,2021-07-12 15:36:49,-34.9215,-57.9545,64.98,96,100,2.66
456,Sao Jose Da Coroa Grande,BR,2021-07-12 15:39:34,-8.8978,-35.1478,79.41,76,0,14.07
457,Gizo,SB,2021-07-12 15:39:34,-8.103,156.8419,80.78,78,75,6.22
458,Port Hawkesbury,CA,2021-07-12 15:34:42,45.6169,-61.3485,70.79,78,1,11.01
459,Marystown,CA,2021-07-12 15:38:10,47.1666,-55.1483,62.51,79,66,12.24
460,Campbell River,CA,2021-07-12 15:35:47,50.0163,-125.2446,63.32,67,20,11.5
461,Caudry,FR,2021-07-12 15:39:34,50.1249,3.4119,70.56,86,95,9.71
462,Paonta Sahib,IN,2021-07-12 15:39:35,30.45,77.6167,83.88,60,34,3.62
463,Ampanihy,MG,2021-07-12 15:39:35,-24.7,44.75,68.77,45,0,5.93
464,Tomsk,RU,2021-07-12 15:39:35,58.5,82.5,53.38,94,98,1.86
465,Comodoro Rivadavia,AR,2021-07-12 15:39:16,-45.8667,-67.5,48.06,49,0,19.57
466,Flinders,AU,2021-07-12 15:36:42,-34.5833,150.8552,51.21,85,89,1.01
467,Koratla,IN,2021-07-12 15:39:36,18.8167,78.7167,79.59,82,46,5.86
468,Belmonte,BR,2021-07-12 15:35:54,-15.8631,-38.8828,79.3,60,0,6.98
469,Songjianghe,CN,2021-07-12 15:39:36,42.1859,127.479,64.94,96,100,4.14
470,Matadi,CD,2021-07-12 15:39:37,-5.8167,13.45,92.12,31,6,6.69
471,Orotukan,RU,2021-07-12 15:39:37,62.2667,151.7,58.82,82,100,2.59
472,Montepuez,MZ,2021-07-12 15:39:37,-13.1256,38.9997,71.91,52,75,5.44
473,Mayor Pablo Lagerenza,PY,2021-07-12 15:39:38,-19.9309,-60.7718,92.79,19,0,15.01
474,Okhotsk,RU,2021-07-12 15:36:46,59.3833,143.3,52.75,95,100,2.89
475,Eureka,US,2021-07-12 15:35:21,40.8021,-124.1637,53.58,94,82,1.01
476,Henties Bay,NA,2021-07-12 15:36:24,-22.116,14.2845,61.86,69,0,15.86
477,Umm Lajj,SA,2021-07-12 15:39:38,25.0213,37.2685,90.91,46,1,10.18
478,Pemberton,CA,2021-07-12 15:39:39,50.3164,-122.8027,82.2,53,19,1.1
479,Saint-Francois,FR,2021-07-12 15:39:39,46.4154,3.9054,64.47,92,90,5.75
480,Saint-Joseph,RE,2021-07-12 15:39:39,-21.3667,55.6167,70.18,75,13,14.94
481,Swadlincote,GB,2021-07-12 15:39:40,52.774,-1.5574,69.1,76,40,6.91
482,Banswara,IN,2021-07-12 15:39:40,23.55,74.45,92.57,52,88,8.41
483,Sesheke,ZM,2021-07-12 15:39:40,-17.4759,24.2968,70.16,26,0,4.92
484,Prieska,ZA,2021-07-12 15:39:40,-29.6641,22.7474,53.46,31,0,31.79
485,Araouane,ML,2021-07-12 15:39:41,18.9048,-3.5265,108.34,12,9,10.0
486,Khowst,AF,2021-07-12 15:39:41,33.3833,69.8833,71.51,87,71,6.04
487,Akcaabat,TR,2021-07-12 15:39:42,41.0212,39.5715,80.47,74,75,5.75
488,Red Bluff,US,2021-07-12 15:37:40,40.1785,-122.2358,82.72,44,1,6.91
489,Ponta Delgada,PT,2021-07-12 15:39:42,37.7333,-25.6667,70.52,68,75,13.8
490,Jurado,CO,2021-07-12 15:39:42,7.1053,-77.7641,80.87,83,96,3.4
491,Kununurra,AU,2021-07-12 15:39:43,-15.7667,128.7333,60.78,77,68,1.14
492,Zakamensk,RU,2021-07-12 15:39:43,50.3741,103.2863,56.01,97,100,2.59
493,Maxcanu,MX,2021-07-12 15:39:43,20.5833,-89.9833,86.99,47,62,6.73
494,Paamiut,GL,2021-07-12 15:36:15,61.994,-49.6678,41.7,88,100,9.13
495,Nicoya,CR,2021-07-12 15:37:00,10.1483,-85.452,80.15,73,64,6.2
496,Otacilio Costa,BR,2021-07-12 15:39:44,-27.4831,-50.1219,64.24,55,39,5.17
497,Talnakh,RU,2021-07-12 15:39:44,69.4865,88.3972,41.88,66,100,6.15
498,Hualmay,PE,2021-07-12 15:39:44,-11.0964,-77.6139,68.54,67,93,10.25
499,Daru,PG,2021-07-12 15:39:45,-9.0763,143.2092,77.43,90,34,15.64
500,Madimba,TZ,2021-07-12 15:39:45,-10.4,40.3333,76.1,73,95,11.63
501,Katsina,NG,2021-07-12 15:39:45,12.9894,7.6006,91.87,39,100,8.21
502,Itarema,BR,2021-07-12 15:39:45,-2.9248,-39.9167,87.66,53,8,19.19
503,Buala,SB,2021-07-12 15:36:34,-8.145,159.5921,79.05,85,68,7.45
504,Kisangani,CD,2021-07-12 15:37:33,0.5167,25.2,82.36,52,100,0.09
505,Monrovia,LR,2021-07-12 15:39:46,6.3005,-10.7969,83.97,79,43,10.04
506,Jaisalmer,IN,2021-07-12 15:39:46,26.9147,70.9181,87.37,55,100,17.29
507,Meulaboh,ID,2021-07-12 15:37:40,4.1363,96.1285,77.4,82,100,0.36
508,Bilibino,RU,2021-07-12 15:37:37,68.0546,166.4372,64.09,59,0,4.03
509,Jinji,CN,2021-07-12 15:39:47,23.2281,110.8261,80.64,77,96,4.21
510,Shieli,KZ,2021-07-12 15:39:47,44.1667,66.75,84.56,32,71,9.98
511,Adoni,IN,2021-07-12 15:39:47,15.6333,77.2833,74.7,76,100,19.06
512,Imamoglu,TR,2021-07-12 15:39:48,37.2651,35.6572,91.11,36,0,12.26
513,Rzhev,RU,2021-07-12 15:39:48,56.2624,34.3282,79.43,65,0,5.03
514,Nishihara,JP,2021-07-12 15:39:48,26.1842,127.7558,83.48,87,40,5.75
515,Mao,ES,2021-07-12 15:39:49,39.8885,4.2658,82.96,78,20,10.36
516,Glenwood Springs,US,2021-07-12 15:36:03,39.5505,-107.3248,78.03,25,1,1.01
517,Klaksvik,FO,2021-07-12 15:36:59,62.2266,-6.589,54.52,89,73,9.82
518,Dayong,CN,2021-07-12 15:39:49,25.0209,118.2898,83.88,94,100,2.95
519,Anori,BR,2021-07-12 15:39:49,-3.7728,-61.6442,87.66,58,100,3.4
520,Puerto Plata,DO,2021-07-12 15:37:39,19.7934,-70.6884,84.16,89,75,11.5
521,Evensk,RU,2021-07-12 15:37:29,61.95,159.2333,50.95,85,78,3.38
522,Los Llanos De Aridane,ES,2021-07-12 15:37:22,28.6585,-17.9182,74.95,78,20,14.97
523,Gloversville,US,2021-07-12 15:39:50,43.0528,-74.3438,67.95,98,90,4.0
524,Whitehorse,CA,2021-07-12 15:39:50,60.7161,-135.0538,54.37,66,75,17.0
525,Yerbogachen,RU,2021-07-12 15:39:51,61.2767,108.0108,60.17,73,98,3.24
526,Straumen,NO,2021-07-12 15:39:51,63.8709,11.2999,73.4,64,62,0.27
527,Half Moon Bay,US,2021-07-12 15:39:51,37.4636,-122.4286,65.05,85,90,9.22
528,Canto Do Buriti,BR,2021-07-12 15:39:52,-8.11,-42.9444,93.61,27,7,9.98
529,Yaan,NG,2021-07-12 15:39:52,7.3833,8.5667,76.68,88,100,3.18
530,Lastoursville,GA,2021-07-12 15:39:52,-0.8143,12.7287,81.45,78,90,3.13
531,Ilulissat,GL,2021-07-12 15:36:07,69.2167,-51.1,51.82,50,20,5.75
532,Kaeo,NZ,2021-07-12 15:37:37,-35.1,173.7833,49.32,84,100,13.04
533,Alyangula,AU,2021-07-12 15:37:36,-13.8483,136.4192,75.07,46,40,5.75
534,Lethem,GY,2021-07-12 15:39:53,3.3803,-59.7968,78.4,84,100,5.93
535,Bima,ID,2021-07-12 15:39:54,-8.4667,118.7167,70.99,90,5,4.61
536,Karratha,AU,2021-07-12 15:36:21,-20.7377,116.8463,72.18,88,87,6.2
537,Dobsice,CZ,2021-07-12 15:39:54,48.8483,16.0822,85.57,41,1,6.02
538,Oussouye,SN,2021-07-12 15:36:20,12.485,-16.5469,89.78,67,94,8.63
539,Nioro,GM,2021-07-12 15:39:54,13.35,-15.75,90.88,48,90,1.59
540,Russkaya Polyana,UA,2021-07-12 15:39:55,49.417,31.9201,72.7,82,53,6.71
541,Sinjar,IQ,2021-07-12 15:39:55,36.3209,41.8754,97.34,13,0,16.4
542,Ilo,PE,2021-07-12 15:39:45,-17.6394,-71.3375,63.46,77,0,8.05
543,Puerto Madero,MX,2021-07-12 15:39:55,14.7208,-92.4215,80.8,89,90,0.0
544,Flin Flon,CA,2021-07-12 15:37:34,54.7682,-101.865,64.24,77,90,8.05
545,Iba,PH,2021-07-12 15:39:56,15.3667,120.0333,78.94,81,87,4.16
546,Kahului,US,2021-07-12 15:39:56,20.8947,-156.47,74.46,78,1,4.61
547,Baherden,TM,2021-07-12 15:39:57,38.4362,57.4316,93.09,23,0,6.26
548,Poselki,RU,2021-07-12 15:39:57,53.1324,46.5031,68.23,61,0,6.8
549,Nouadhibou,MR,2021-07-12 15:34:15,20.931,-17.0347,80.58,69,20,12.66
550,Ardakan,IR,2021-07-12 15:39:57,32.31,54.0175,109.78,9,0,12.73
551,Eidsvag,NO,2021-07-12 15:39:58,62.7767,8.0668,71.65,65,53,6.69
552,Awjilah,LY,2021-07-12 15:39:58,29.1081,21.2869,99.79,23,0,4.94
553,Pachino,IT,2021-07-12 15:39:58,36.7186,15.0907,91.44,63,0,12.01
554,San Pedro De Tutule,HN,2021-07-12 15:39:59,14.25,-87.85,70.41,59,82,6.76
555,Namibe,AO,2021-07-12 15:36:23,-15.1961,12.1522,72.23,78,0,20.71
556,Kenai,US,2021-07-12 15:39:46,60.5544,-151.2583,54.14,84,90,9.22
557,Leua,SK,2021-07-12 15:39:59,48.2156,18.6071,82.49,38,26,7.61
558,Davidson,US,2021-07-12 15:39:59,36.1501,-86.7833,80.35,76,90,13.0
